name,type,square,direction,furnish,totalprice,unitprice,floortype,floors,year,structure,dealdate,other
惠新西里二区,2室2厅,68平米,东南 , 精装,457,66970,高楼层,共20层,1991年,塔楼,2016.08.16,/房本满两年/距5号线惠新西街北口530米
金台里,2室1厅,59平米,南 北 , 简装,299.1,50311,高楼层,共6层,1980年,板楼,2016.08.16,/房本满两年/呼家楼中心小学/距6号线金台路411米
望馨花园,2室2厅,121平米,南 北 , 简装,700,57861,低楼层,共16层,2003年,板塔结合,2016.08.16,/满五年唯一/陈分小学部/距14号线 东段东湖渠430米
畅清园,2室1厅,82平米,南 北 , 精装,570,69208,中楼层,共7层,2000年,板楼,2016.08.16,/房本满两年/北师大朝阳附小/距8号线林萃桥788米
垡头西里一区,2室1厅,55平米,南 , 简装,198,35948,低楼层,共6层,1984年,板楼,2016.08.16,/房本满两年/距7号线欢乐谷景区965米
劲松四区,2室0厅,51平米,南 , 简装,258,50737,高楼层,共12层,1979年,板塔结合,2016.08.16,/满五年唯一/距10号线劲松602米
华威北里,2室1厅,61平米,南 , 简装,280,45902,高楼层,共6层,1987年,板楼,2016.08.16,/房本满两年/距10号线劲松305米
吉庆里小区,3室2厅,133平米,东 西 , 精装,910,68323,低楼层,共9层,2000年,板楼,2016.08.16,/房本满两年/距2号线朝阳门504米
东土城路1号院,3室1厅,74平米,南 北 , 简装,431.5,58477,中楼层,共6层,1992年,板楼,2016.08.16,/房本满两年/和平街中心小学/距13号线柳芳132米
六里屯北里,3室1厅,62平米,南 北 , 简装,323,51904,高楼层,共6层,1985年,板楼,2016.08.16,/满五年唯一/距6号线金台路921米
世纪东方城,3室2厅,133平米,东南 , 精装,500,37594,低楼层,共21层,2004年,塔楼,2016.08.16,/满五年唯一/距7号线南楼梓庄406米
沿海赛洛城,2室1厅,117平米,南 北 , 其他,550,46976,低楼层,共24层,2007年,板塔结合,2016.08.16,/满五年唯一/距7号线百子湾782米
国美第一城2号院,3室1厅,115平米,东南 , 精装,560,48713,中楼层,共27层,2006年,板塔结合,2016.08.16,/满五年唯一
远洋万和城A区,5室2厅,288平米,南 北 , 其他,2280,79269,中楼层,共18层,2010年,板塔结合,2016.08.16,/万和城实验小学/距15号线关庄993米
世纪东方城,2室2厅,96平米,西 , 精装,390,40604,高楼层,共21层,2006年,板塔结合,2016.08.16,/满五年唯一/距7号线南楼梓庄619米
炫特嘉园二期,1室1厅,57平米,西南 , 精装,303,53028,低楼层,共28层,2005年,塔楼,2016.08.16,/满五年唯一/距6号线十里堡818米
南平里,2室1厅,66平米,南 北 , 简装,180,27088,中楼层,共6层,1994年,板楼,2016.08.16,/房本满两年
美利山,2室0厅,83平米,东 , 其他,319,38434,中楼层,共24层,2011年,塔楼,2016.08.16,/房本满两年/距7号线百子湾319米
松榆里,3室1厅,79平米,东南 , 简装,320,40506,高楼层,共18层,1990年,塔楼,2016.08.16,/房本满两年/垂杨柳中心小学/距14号线 东段北工大西门650米
美利山,2室1厅,98平米,东 北 , 精装,419.5,42662,高楼层,共24层,2011年,塔楼,2016.08.16,/距7号线百子湾319米
华业玫瑰郡,2室1厅,89平米,南 北 , 精装,560,62724,中楼层,共14层,2008年,板塔结合,2016.08.16,/房本满两年/距6号线十里堡762米
丽都壹号,2室2厅,88平米,南 北 , 精装,613,69659,低楼层,共21层,2013年,板楼,2016.08.16,
劲松六区,3室0厅,60平米,南 北 , 简装,267.8,44986,高楼层,共6层,1980年,板楼,2016.08.16,/满五年唯一/距10号线劲松725米
融科橄榄城二期,2室2厅,100平米,南 北 , 精装,768,76800,中楼层,共28层,2007年,板楼,2016.08.16,/满五年唯一/望京实验学校
金隅康惠园,2室1厅,76平米,南 , 简装,229,30128,高楼层,共22层,2010年,塔楼,2016.08.16,/满五年唯一/双桥二小/距八通线双桥706米
瞰都国际,1室0厅,50平米,东 , 精装,310,62000,高楼层,共19层,2006年,塔楼,2016.08.16,/满五年唯一/距14号线 东段东风北桥257米
百环家园,1室1厅,58平米,北 , 其他,277,48174,中楼层,共28层,2005年,塔楼,2016.08.16,/满五年唯一/距10号线双井317米
安贞西里,2室1厅,57平米,南 北 , 精装,376.8,65863,高楼层,共6层,1986年,板楼,2016.08.16,/满五年唯一/距8号线北土城370米
太阳公元,2室1厅,91平米,南 , 其他,930,101974,低楼层,共28层,2010年,板楼,2016.08.16,/人大附中朝阳实验学校/距13号线芍药居754米
安园,1室1厅,50平米,南 北 , 其他,346,69422,中楼层,共6层,1993年,板楼,2016.08.16,/满五年唯一/陈经纶中学嘉铭分校西校区/距15号线安立路287米
南湖东园二区,2室1厅,62平米,东 西 , 简装,395,63710,中楼层,共6层,1998年,板楼,2016.08.16,/房本满两年/南湖东园小学/距15号线望京302米
北京像素北区,2室1厅,41平米,北 , 精装,166,40656,中楼层,共17层,2011年,板塔结合,2016.08.16,/距6号线草房371米
吉利家园,2室1厅,120平米,西南 , 精装,635,53001,中楼层,共24层,2001年,塔楼,2016.08.16,/房本满两年/人大附中朝阳学校/距13号线芍药居448米
双龙南里,2室1厅,58平米,南 北 , 简装,246,42679,中楼层,共6层,1994年,板楼,2016.08.16,/房本满两年/距14号线 东段北工大西门592米
筑华年,2室2厅,84平米,南 , 精装,488,58095,中楼层,共28层,2012年,板楼,2016.08.16,/距13号线北苑868米
惠新里小区,2室1厅,57平米,南 北 , 简装,360,63604,低楼层,共6层,1990年,板楼,2016.08.16,/房本满两年/距5号线惠新西街南口291米
秀水园,1室1厅,44平米,东 西 , 简装,235,52857,高楼层,共12层,1994年,板塔结合,2016.08.16,/满五年唯一/距6号线金台路429米
北京新天地,1室1厅,61平米,北 , 简装,252,41509,低楼层,共28层,2004年,板塔结合,2016.08.16,/满五年唯一/二外附小/距八通线管庄604米
中广宜景湾,2室2厅,108平米,西北 , 其他,654,60500,高楼层,共26层,2009年,板塔结合,2016.08.16,/南湖中园小学/距13号线望京西928米
砖角楼南里,2室1厅,67平米,东北 , 精装,412.5,61567,中楼层,共16层,1993年,塔楼,2016.08.16,/房本满两年/和平街中心小学/距13号线柳芳470米
光熙家园二期,1室0厅,18平米,东 西 , 毛坯,46,25556,地下室,共0层,2008年,板塔结合,2016.08.16,/房本满两年/距13号线光熙门123米
北苑家园莲葩园,3室2厅,134平米,西 南 , 精装,599,44695,低楼层,共25层,2004年,塔楼,2016.08.16,/满五年唯一/和平街一中/距5号线立水桥南646米
翠成馨园,3室2厅,124平米,南 北 , 精装,487,39369,低楼层,共6层,2005年,板楼,2016.08.16,/满五年唯一/距7号线欢乐谷景区1006米
观湖国际,3室2厅,178平米,南 , 精装,1300,72833,中楼层,共28层,2005年,板塔结合,2016.08.16,/满五年唯一/府学朝阳学校
柳芳南里,2室1厅,63平米,南 , 精装,410,65152,高楼层,共18层,1990年,塔楼,2016.08.16,/满五年唯一
花家地小区,1室1厅,43平米,南 , 其他,258,60000,高楼层,共6层,1993年,板楼,2016.08.16,/花家地实验小学/距14号线 东段阜通1049米
天怡家园,2室2厅,107平米,南 北 , 精装,522,48612,高楼层,共11层,2006年,板楼,2016.08.16,/满五年唯一/距5号线立水桥南647米
广渠门外大街6号院,2室2厅,84平米,西南 , 精装,419,49929,低楼层,共24层,1997年,塔楼,2016.08.16,/满五年唯一/距10号线双井155米
华严北里3号院,2室1厅,65平米,南 北 , 简装,391,60433,中楼层,共14层,1986年,板塔结合,2016.08.16,/中科院附属实验学校/距8号线奥体中心636米
潘家园小区,2室1厅,68平米,东南 , 简装,312,45882,中楼层,共16层,1994年,塔楼,2016.08.16,/满五年唯一/距10号线潘家园1143米
曙光里,2室1厅,58平米,南 , 简装,338,58276,低楼层,共6层,1987年,板楼,2016.08.16,/满五年唯一/朝师附小西坝河校区/距机场线三元桥665米
润枫水尚,2室2厅,105平米,南 北 , 精装,690,65583,高楼层,共15层,2008年,板楼,2016.08.16,/房本满两年/距6号线青年路529米
康城别墅一期,4室3厅,237平米,南 北 , 精装,838,35396,低楼层,共3层,2001年,板楼,2016.08.16,/满五年唯一
旭辉奥都,1室1厅,59平米,东北 , 简装,212,35932,中楼层,共26层,2008年,塔楼,2016.08.16,/距5号线立水桥南386米
慈云寺,2室1厅,71平米,西南 , 简装,333,47027,中楼层,共21层,1992年,塔楼,2016.08.16,/房本满两年/距1号线四惠594米
SOHO现代城,3室2厅,143平米,西北 , 精装,600,41902,低楼层,共28层,2000年,塔楼,2016.08.16,/房本满两年/距1号线大望路257米
裕民路3号院,2室1厅,58平米,南 北 , 简装,330,57192,高楼层,共6层,1983年,板楼,2016.08.16,/满五年唯一/距8号线安华桥552米
梵谷水郡,2室1厅,80平米,西南 , 精装,378.5,47048,低楼层,共24层,2005年,塔楼,2016.08.16,/满五年唯一
华贸城,2室1厅,53平米,南 西 , 精装,365,68868,高楼层,共17层,2011年,板塔结合,2016.08.16,/房本满两年/朝阳外国语分校/距13号线北苑536米
建业苑,1室1厅,67平米,南 北 , 简装,305,45672,中楼层,共7层,1996年,板楼,2016.08.16,/满五年唯一/距10号线潘家园262米
兴隆家园,2室1厅,77平米,南 , 简装,382.5,49406,中楼层,共24层,2003年,塔楼,2016.08.16,/房本满两年/距八通线高碑店753米
劲松六区,2室1厅,57平米,南 北 , 简装,276,48404,低楼层,共6层,1982年,板楼,2016.08.16,/满五年唯一/距10号线劲松768米
花家地西里一区,2室1厅,64平米,南 北 , 精装,380,59190,低楼层,共6层,1995年,板楼,2016.08.16,/满五年唯一/花家地实验小学/距14号线 东段阜通949米
西坝河东里,1室1厅,43平米,东南 西南 东北 , 精装,210,48679,高楼层,共6层,1988年,板楼,2016.08.16,/房本满两年/朝师附小西坝河校区/距10号线太阳宫657米
安苑东里一区,2室1厅,60平米,南 北 , 精装,335,56199,高楼层,共6层,1987年,板楼,2016.08.16,/满五年唯一/距5号线惠新西街北口624米
电建北院,2室1厅,59平米,南 , 简装,212,36233,中楼层,共5层,1981年,板楼,2016.08.16,/房本满两年/传媒附小/距八通线传媒大学790米
乐想汇,1室0厅,53平米,东 , 简装,161,30377,中楼层,共18层,2013年,塔楼,2016.08.16,/距13号线北苑868米
慧谷阳光,3室2厅,126平米,南 北 , 精装,868,68622,未知楼层,共11层,2003年,板楼,2016.08.16,/满五年唯一/白家庄小学望京科技园分校/距15号线望京1042米
天鹅湾南区,2室2厅,87平米,西 北 , 精装,588,67423,中楼层,共25层,2009年,板塔结合,2016.08.16,/满五年唯一/星河小学/距6号线青年路652米
万科青青家园,3室2厅,155平米,南 北 , 精装,600,38665,中楼层,共8层,2005年,板楼,2016.08.16,/满五年唯一
通惠家园,2室1厅,76平米,西 , 精装,327.5,43280,高楼层,共28层,2001年,塔楼,2016.08.16,/房本满两年/距1号线四惠东362米
南平里,2室1厅,62平米,南 北 , 其他,179,28774,中楼层,共6层,1994年,板楼,2016.08.16,
后现代城,1室2厅,71平米,东 , 精装,388,54456,低楼层,共28层,2007年,塔楼,2016.08.16,/满五年唯一/距7号线大郊亭599米
朝阳园,1室2厅,56平米,西北 , 精装,388,69051,高楼层,共29层,2000年,塔楼,2016.08.16,/房本满两年/距6号线青年路477米
酷特区,1室0厅,42平米,北 , 精装,210,50590,高楼层,共22层,2006年,板塔结合,2016.08.16,/房本满两年/距6号线十里堡894米
美景东方,2室2厅,114平米,东南 , 精装,636,55809,中楼层,共25层,2010年,塔楼,2016.08.16,/满五年唯一/距14号线 东段北工大西门870米
农光东里,2室1厅,58平米,北 南 , 简装,251,43396,中楼层,共6层,1983年,板楼,2016.08.16,/房本满两年/距10号线劲松612米
甘露园南里,2室1厅,55平米,南 北 , 精装,256,46929,低楼层,共6层,1995年,板楼,2016.08.16,/距6号线青年路765米
天鹅湾北区,2室2厅,56平米,西 , 简装,500,88810,中楼层,共16层,2007年,板塔结合,2016.08.16,/房本满两年/星河小学/距6号线青年路286米
高家园三区,1室1厅,36平米,南 , 精装,203.5,56559,中楼层,共6层,1983年,板楼,2016.08.16,/满五年唯一/距14号线 东段望京南522米
松榆东里,1室1厅,48平米,南 , 简装,221,45605,中楼层,共18层,1994年,塔楼,2016.08.16,/房本满两年/距14号线 东段北工大西门319米
北京像素北区,2室1厅,60平米,东南 , 精装,260,43261,高楼层,共14层,2011年,板塔结合,2016.08.16,/满五年唯一/距6号线草房297米
苹果社区南区,1室1厅,61平米,北 , 精装,395,65031,低楼层,共27层,2005年,板塔结合,2016.08.16,/房本满两年/距10号线双井700米
和乔丽致公寓,1室1厅,61平米,南 , 其他,450,73819,中楼层,共16层,2003年,塔楼,2016.08.16,/距1号线大望路503米
朝阳园,3室1厅,146平米,南 , 精装,595,40891,低楼层,共31层,2000年,塔楼,2016.08.16,/房本满两年/距6号线青年路433米
世安家园,2室2厅,135平米,东 北 , 精装,560,41445,高楼层,共22层,2003年,塔楼,2016.08.16,/满五年唯一/南湖中园小学/距13号线望京西634米
世界城,1室0厅,56平米,北 , 精装,326.7,58844,低楼层,共31层,2008年,塔楼,2016.08.16,/距6号线东大桥627米
合生国际花园,2室2厅,98平米,东南 , 精装,762.5,78189,高楼层,共24层,2008年,板楼,2016.08.16,/满五年唯一/芳草地国际学校双花园校区/距10号线双井748米
安苑北里,2室2厅,70平米,西南 , 精装,428.8,61583,中楼层,共25层,1989年,塔楼,2016.08.16,/满五年唯一/距5号线惠新西街北口344米
鼓楼外大街,2室1厅,71平米,东南 , 精装,409,57235,中楼层,共16层,1992年,板楼,2016.08.16,/房本满两年/距8号线北土城219米
北京像素北区,2室1厅,58平米,东北 , 精装,252,43344,中楼层,共14层,2011年,板塔结合,2016.08.16,/距6号线草房302米
安慧北里逸园,2室1厅,83平米,西 东北 , 简装,461,55475,高楼层,共26层,1998年,塔楼,2016.08.16,/满五年唯一/陈经纶中学嘉铭分校西校区/距5号线大屯路东390米
团结湖北四条,2室1厅,59平米,南 , 简装,286,48483,高楼层,共6层,1985年,板楼,2016.08.16,/房本满两年/距10号线团结湖609米
北纬40度一期,2室1厅,94平米,南 北 , 精装,635,67374,低楼层,共29层,2008年,板塔结合,2016.08.16,/满五年唯一/距14号线 东段来广营420米
十里堡北里,2室1厅,64平米,南 北 , 简装,267.5,41615,高楼层,共6层,1989年,板楼,2016.08.16,/满五年唯一/距6号线十里堡476米
润枫水尚,2室2厅,105平米,南 北 , 精装,695,66058,高楼层,共15层,2008年,板楼,2016.08.16,/满五年唯一/距6号线青年路529米
丽都壹号,1室1厅,42平米,西 , 精装,397,94569,中楼层,共4层,2011年,塔楼,2016.08.16,/房本满两年
风格派,1室0厅,40平米,西 , 其他,299,74750,低楼层,共19层,2007年,板塔结合,2016.08.16,/陈经纶中学嘉铭分校/距5号线大屯路东866米
富力又一城B区,4室2厅,197平米,南 北 , 精装,759,38567,中楼层,共18层,2009年,板楼,2016.08.16,/满五年唯一/芳草地学校富力分校
东恒时代三期,3室2厅,135平米,东南 , 精装,719,53378,低楼层,共27层,2008年,塔楼,2016.08.16,/满五年唯一/距1号线四惠546米
胜古南里,2室1厅,58平米,南 北 , 其他,375,64566,中楼层,共6层,1979年,板楼,2016.08.16,/房本满两年/樱花实验学校/距5号线和平西桥341米
丝竹园小区,2室1厅,63平米,东北 , 简装,332,52774,低楼层,共16层,1986年,塔楼,2016.08.16,/房本满两年/中科院附属实验学校
延静里中街,1室2厅,65平米,南 北 , 精装,285,44111,低楼层,共6层,1980年,板楼,2016.08.16,/满五年唯一/距6号线金台路761米
百子湾家园三区,2室2厅,102平米,南 , 精装,409,40098,中楼层,共16层,2006年,塔楼,2016.08.16,/房本满两年/距7号线百子湾1173米
松榆西里,2室1厅,63平米,西南 , 简装,268,42318,高楼层,共20层,1986年,塔楼,2016.08.16,/房本满两年/垂杨柳中心小学/距10号线潘家园498米
华展国际公寓,3室2厅,191平米,南 北 , 精装,1010,52888,低楼层,共15层,1999年,塔楼,2016.08.16,/距10号线健德门411米
富力又一城B区,3室2厅,171平米,南 北 , 精装,595,34795,低楼层,共20层,2008年,板楼,2016.08.16,/房本满两年/芳草地学校富力分校
广顺园,3室2厅,128平米,西南 , 简装,635,49513,中楼层,共22层,2001年,塔楼,2016.08.16,/满五年唯一/垂杨柳中心小学/距14号线 东段方庄359米
华严北里小区,2室1厅,67平米,西南 , 精装,433,64694,高楼层,共18层,1995年,塔楼,2016.08.16,/满五年唯一/距8号线奥体中心546米
美景东方,2室1厅,106平米,东 南 , 其他,525,49683,低楼层,共25层,2005年,塔楼,2016.08.16,/满五年唯一/距14号线 东段北工大西门810米
育慧街2号院,2室1厅,64平米,南 北 , 精装,460,71640,中楼层,共5层,1988年,板楼,2016.08.16,/满五年唯一/人大附中朝阳学校/距5号线惠新西街北口841米
慧忠里,1室1厅,45平米,西 , 精装,314,69224,中楼层,共6层,1993年,板楼,2016.08.16,/房本满两年/朝外小学部/距8号线奥林匹克公园720米
远洋天地二期,4室2厅,221平米,东北 , 简装,880,39895,低楼层,共31层,2002年,塔楼,2016.08.16,/满五年唯一/芳草地远洋小学/距1号线四惠354米
惠新北里2号院,2室1厅,54平米,东 西 , 简装,297,55102,低楼层,共6层,1982年,板楼,2016.08.16,/满五年唯一/距5号线惠新西街北口670米
松榆东里,2室1厅,54平米,南 北 , 简装,231,42897,高楼层,共6层,1992年,板楼,2016.08.16,/房本满两年/距14号线 东段北工大西门427米
北苑家园清友园,2室2厅,91平米,西南 , 简装,433,47436,中楼层,共25层,2003年,塔楼,2016.08.16,/满五年唯一/和平街一中/距13号线北苑907米
康静里,1室1厅,46平米,东 , 简装,184,40175,高楼层,共6层,1994年,板楼,2016.08.16,/奥林匹克花园小学
望京西园三区,2室1厅,103平米,南 , 简装,533,51995,低楼层,共22层,2000年,塔楼,2016.08.16,/满五年唯一/望京实验学校/距15号线望京363米
林萃路10号院,2室1厅,59平米,南 北 , 精装,398,67321,高楼层,共6层,1995年,板楼,2016.08.16,/满五年唯一/北师大朝阳附小/距15号线北沙滩1047米
金茂府东区,3室2厅,206平米,东 南 北 , 精装,1765,85680,高楼层,共24层,2014年,板楼,2016.08.16,/房本满两年/实验二小朝阳学校/距7号线大郊亭330米
安慧北里逸园,2室2厅,105平米,西南 , 简装,592,56386,高楼层,共24层,2000年,塔楼,2016.08.16,/满五年唯一/陈经纶中学嘉铭分校西校区/距5号线大屯路东180米
城市绿洲花园,2室1厅,97平米,东 西 北 , 精装,468,48218,中楼层,共9层,2005年,板塔结合,2016.08.16,/房本满两年
珊瑚湾,3室2厅,155平米,南 北 , 精装,900,57971,中楼层,共20层,2005年,板塔结合,2016.08.16,/满五年唯一/距6号线十里堡293米
朝阳雅筑,3室1厅,93平米,东 , 简装,436,46826,中楼层,共28层,2006年,板塔结合,2016.08.15,/房本满两年/星河小学/距6号线青年路391米
北京像素北区,1室1厅,41平米,西北 , 精装,162,40000,高楼层,共13层,2011年,板塔结合,2016.08.15,/距6号线草房427米
万象新天天际高尔夫,4室2厅,227平米,南 西 北 , 精装,975,42976,中楼层,共19层,2009年,板塔结合,2016.08.15,/满五年唯一/距6号线常营780米
世纪嘉园,4室2厅,175平米,南 西 , 简装,800,45712,低楼层,共26层,2000年,塔楼,2016.08.15,/距5号线惠新西街北口735米
小关北里,2室1厅,70平米,东南 , 精装,350,49765,高楼层,共12层,1995年,板楼,2016.08.15,/满五年唯一/距5号线惠新西街南口282米
上东三角洲,3室2厅,137平米,东 西 , 精装,510,37264,中楼层,共16层,2004年,板楼,2016.08.15,/满五年唯一
世纪东方城,3室2厅,143平米,南 北 , 精装,695,48581,高楼层,共21层,2006年,板塔结合,2016.08.15,/满五年唯一/距7号线南楼梓庄684米
东平里,2室1厅,57平米,南 , 精装,156,27431,低楼层,共6层,1988年,板楼,2016.08.15,
远洋万和城B区,2室1厅,89平米,南 北 , 其他,720,81310,未知楼层,共15层,2009年,板楼,2016.08.15,/万和城实验小学/距15号线关庄907米
美利山,3室2厅,155平米,南 北 , 其他,739,47595,低楼层,共9层,2009年,板楼,2016.08.15,/满五年唯一/距7号线百子湾684米
北纬40度二期,1室2厅,76平米,东 , 简装,494.5,64869,高楼层,共25层,2009年,板塔结合,2016.08.15,/满五年唯一/距14号线 东段来广营418米
京贸国际公寓,2室1厅,97平米,东南 , 其他,309,31895,低楼层,共28层,2004年,塔楼,2016.08.15,/距八通线八里桥182米
柏林爱乐二期,2室1厅,112平米,南 , 精装,522,46624,中楼层,共22层,2007年,塔楼,2016.08.15,/距6号线常营854米
三间房西里,2室1厅,61平米,南 北 , 精装,216,35456,高楼层,共6层,1996年,板楼,2016.08.15,/满五年唯一/定福庄一小/距6号线褡裢坡748米
农光东里,2室1厅,56平米,东 西 , 简装,238,42462,高楼层,共6层,1992年,板楼,2016.08.15,/满五年唯一/距10号线劲松702米
甘露晴苑,2室1厅,84平米,西 , 精装,390.5,46699,高楼层,共22层,2001年,塔楼,2016.08.15,/满五年唯一/距6号线青年路801米
东平里,2室1厅,79平米,东 南 西 , 简装,206,26099,低楼层,共11层,1986年,塔楼,2016.08.15,/房本满两年
建业苑,2室1厅,74平米,东 西 , 精装,360,48413,中楼层,共6层,1996年,板楼,2016.08.15,/房本满两年/距10号线潘家园331米
保利嘉园三号院,3室1厅,89平米,东 南 北 , 精装,320,35870,低楼层,共24层,2010年,塔楼,2016.08.15,/满五年唯一/距6号线常营721米
磨房北里,3室1厅,73平米,南 北 , 简装,330,45175,低楼层,共18层,1994年,塔楼,2016.08.15,/满五年唯一/距14号线 东段北工大西门833米
石佛营东里128号院,2室2厅,83平米,东南 , 简装,341,41005,高楼层,共21层,2000年,塔楼,2016.08.15,/距6号线十里堡1160米
天天朝阳,1室0厅,38平米,西 , 精装,185,48569,高楼层,共16层,2005年,板塔结合,2016.08.15,/满五年唯一/距6号线青年路814米
朝庭公寓,3室2厅,134平米,南 北 , 精装,845,63140,高楼层,共27层,2008年,板塔结合,2016.08.15,/满五年唯一/南湖中园小学/距14号线 东段望京南519米
兴隆家园,1室1厅,64平米,东北 , 精装,299.8,46814,中楼层,共22层,2005年,板塔结合,2016.08.15,/房本满两年/距八通线高碑店869米
华严北里9号院,3室1厅,73平米,南 北 , 简装,430,59261,低楼层,共6层,1983年,板楼,2016.08.15,/满五年唯一/中科院附属实验学校/距10号线健德门733米
双桥北内小区,2室1厅,88平米,南 北 , 精装,297,33831,未知楼层,共6层,2004年,板楼,2016.08.15,
农光里,2室1厅,69平米,南 北 , 精装,334,48071,高楼层,共6层,1993年,板楼,2016.08.15,/房本满两年/距10号线劲松249米
望京新城,2室1厅,92平米,西南 , 简装,485,52873,高楼层,共26层,1997年,塔楼,2016.08.15,/满五年唯一/白家庄小学望京校区/距15号线望京186米
石佛营东里小区,2室1厅,51平米,南 北 , 精装,270,52941,高楼层,共13层,1992年,板塔结合,2016.08.15,/房本满两年
幸福二村,2室1厅,50平米,南 , 精装,285,57126,高楼层,共6层,1981年,板楼,2016.08.15,/房本满两年/朝阳实验小学/距2号线东直门976米
华纺易城,3室2厅,148平米,南 北 , 精装,805,54396,高楼层,共12层,2005年,板塔结合,2016.08.15,/满五年唯一/距6号线青年路806米
南平里,2室1厅,56平米,南 北 , 精装,152,27206,高楼层,共6层,1998年,板楼,2016.08.15,/满五年唯一
弘善家园,1室1厅,63平米,南 , 精装,241,38254,低楼层,共28层,2009年,塔楼,2016.08.15,/距10号线十里河669米
花家地西里二区,3室1厅,90平米,西北 , 精装,462.5,51264,高楼层,共6层,1996年,板楼,2016.08.15,/满五年唯一/花家地实验小学/距14号线 东段阜通1055米
金蝉南里,1室1厅,55平米,北 , 精装,256,46955,高楼层,共11层,2007年,板楼,2016.08.15,/距7号线欢乐谷景区410米
兴隆家园,2室1厅,100平米,南 , 精装,515,51249,中楼层,共23层,2005年,板塔结合,2016.08.15,/满五年唯一/距6号线青年路850米
华纺易城,3室2厅,139平米,南 北 , 精装,778,55847,低楼层,共15层,2008年,板楼,2016.08.15,/满五年唯一/距6号线青年路673米
华业玫瑰郡,1室0厅,40平米,南 , 精装,259.5,64233,低楼层,共14层,2008年,板塔结合,2016.08.15,/房本满两年/距6号线十里堡762米
三里屯南,2室1厅,72平米,南 北 , 精装,444,61326,高楼层,共5层,1975年,板楼,2016.08.15,/满五年唯一/朝阳实验小学/距10号线团结湖793米
亚运花园,3室2厅,175平米,南 , 简装,773,44048,低楼层,共18层,1996年,塔楼,2016.08.15,/满五年唯一/芳草地国际学校世纪小学/距15号线关庄889米
裕民路3号院,2室1厅,54平米,南 北 , 精装,347,64775,高楼层,共6层,1984年,板楼,2016.08.15,/房本满两年/距8号线北土城515米
万象新天四区,2室1厅,90平米,南 , 精装,450,49850,中楼层,共17层,2005年,塔楼,2016.08.15,/满五年唯一/距6号线常营712米
首城国际,2室1厅,89平米,东南 北 , 精装,696,77887,高楼层,共28层,2011年,板塔结合,2016.08.15,/房本满两年/距10号线劲松716米
首都机场南路西里,2室1厅,50平米,南 , 其他,146,29118,中楼层,共5层,1985年,板楼,2016.08.15,
城市广场,3室2厅,165平米,东南 , 精装,700,42370,高楼层,共26层,1995年,塔楼,2016.08.15,/满五年唯一
北京像素南区,1室1厅,55平米,西南 , 其他,225,40909,低楼层,共16层,2012年,板塔结合,2016.08.15,/距6号线草房828米
高家园五区,2室1厅,58平米,南 北 , 简装,276,47992,中楼层,共6层,1994年,板楼,2016.08.15,/满五年唯一/距14号线 东段望京南610米
上东上层,1室1厅,75平米,东北 , 简装,299.5,40126,低楼层,共9层,2007年,板塔结合,2016.08.15,
农光里,2室1厅,58平米,南 , 精装,268,46311,低楼层,共12层,1991年,板塔结合,2016.08.15,/满五年唯一/距10号线劲松131米
瞰都国际,1室0厅,48平米,西北 , 精装,275,56830,低楼层,共15层,2007年,塔楼,2016.08.15,/距14号线 东段东风北桥248米
润泽公馆,3室2厅,145平米,南 北 , 简装,911,62828,高楼层,共26层,2015年,板楼,2016.08.15,/距13号线北苑995米
康静里,2室1厅,61平米,南 北 , 精装,245,40164,高楼层,共6层,1994年,板楼,2016.08.15,/奥林匹克花园小学
百环花园,1室1厅,61平米,北 , 其他,240,39597,低楼层,共28层,2001年,塔楼,2016.08.15,/满五年唯一/距10号线潘家园258米
枣营北里,2室1厅,68平米,西 南 , 毛坯,410,60579,低楼层,共18层,1992年,塔楼,2016.08.15,/满五年唯一/距10号线亮马桥543米
劲松嘉园,2室1厅,123平米,西南 , 精装,532.5,43363,低楼层,共16层,1997年,塔楼,2016.08.15,/房本满两年/距10号线劲松860米
潘家园小区,1室1厅,40平米,南 , 毛坯,195,48616,高楼层,共6层,1980年,板楼,2016.08.15,/满五年唯一/距10号线潘家园897米
瞰都国际,1室0厅,60平米,西北 , 精装,345,57452,低楼层,共25层,2006年,塔楼,2016.08.15,/房本满两年/距14号线 东段东风北桥205米
九龙花园,1室1厅,65平米,东南 , 简装,360,55556,低楼层,共23层,2003年,塔楼,2016.08.15,/距10号线双井592米
双惠小区,1室1厅,62平米,南 北 , 其他,219.4,35582,高楼层,共6层,2004年,板楼,2016.08.15,/房本满两年/朝阳实验二小双桥校区/距八通线双桥894米
北苑家园望春园,3室2厅,135平米,西南 , 精装,690,51111,未知楼层,共23层,2008年,板塔结合,2016.08.15,/满五年唯一/和平街一中/距5号线立水桥南821米
华亭嘉园,2室2厅,144平米,西 , 精装,715,49546,低楼层,共32层,2000年,塔楼,2016.08.15,/房本满两年/中科院附属实验学校/距8号线奥体中心796米
华亭嘉园,3室2厅,214平米,东 南 , 简装,950,44380,低楼层,共32层,2000年,塔楼,2016.08.15,/中科院附属实验学校/距8号线奥体中心773米
南新园,3室1厅,88平米,东 南 北 , 简装,372,42451,高楼层,共24层,1996年,塔楼,2016.08.15,/满五年唯一/距14号线 东段北工大西门575米
管庄北一里,2室1厅,58平米,南 北 , 精装,232,40208,高楼层,共6层,1987年,板楼,2016.08.15,/朝阳实验二小管庄校区/距6号线常营633米
